FID,SEG_ID,ST_NAME_ID,STNAME,SUFFIX,DIRECTION,FULLNAME,FROMLEFT,TOLEFT,FROMRIGHT,TORIGHT,ONEWAY,TYPE,STATUS,OWNER,FROM_ELEV,TO_ELEV,SEG_LENGTH,NODE_FROM,NODE_TO,CRTDT_GIS,UPDDT_GIS,Shape__Length
12069,1054994,3427,DIXIE,RD, ,DIXIE RD,,,,,0,ART,OPEN,PEEL,1,0,21.5122188547,348501,1054993,2/3/2009 12:27:02 PM,8/19/2025 11:51:16 AM,29.7381720044486
12070,1054995,3427,DIXIE,RD, ,DIXIE RD,,,,,0,ART,OPEN,PEEL,0,0,116.3380960709,1054993,348417,2/3/2009 12:27:02 PM,8/19/2025 11:57:40 AM,160.819032399609
12071,1054996,5606,401,HWY, ,401 HWY,,,,,1,RAMP,OPEN,PROV,0,0,422.7613089924,1054993,348501,2/3/2009 12:28:49 PM,8/19/2025 11:56:16 AM,584.690734914255
12072,1055022,3413,DERRY,RD,E,DERRY RD E,,,,,0,ART,OPEN,PEEL,1,0,26.6483244689,346061,1055021,2/3/2009 3:06:12 PM,8/19/2025 11:39:14 AM,36.8595058947162
12073,1055023,3413,DERRY,RD,E,DERRY RD E,,,,,0,ART,OPEN,PEEL,0,0,112.9150921002,1055021,346101,2/3/2009 3:06:12 PM,8/19/2025 11:42:42 AM,156.182669785735
12074,1055024,10311,410,HWY, ,410 HWY,,,,,1,RAMP,OPEN,PROV,0,0,356.9583767313,1055021,346061,2/3/2009 3:07:52 PM,8/19/2025 11:32:34 AM,493.403612072878
12075,1055061,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,28.0335394213,381703,1055060,2/4/2009 8:52:21 AM,8/19/2025 11:34:05 AM,38.7438257920894
12076,1055062,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,41.9893483829,1055060,381703,2/4/2009 8:52:21 AM,8/19/2025 11:44:13 AM,57.9899772581498
12077,1055064,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,53.4080373646,381705,1055063,2/4/2009 8:55:18 AM,8/19/2025 11:46:22 AM,73.8182748953091
12078,1055065,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,53.3138605786,1055063,381705,2/4/2009 8:55:19 AM,8/19/2025 11:32:46 AM,73.6068446459299
12079,1055067,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,56.2167525407,381728,1055066,2/4/2009 9:15:10 AM,8/19/2025 11:51:45 AM,77.5989976155281
12080,1055070,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,37.586659388,373815,1055069,2/4/2009 9:16:46 AM,8/19/2025 11:45:18 AM,51.9007615879461
12081,1055073,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,38.9717225691,373817,1055072,2/4/2009 9:18:18 AM,8/19/2025 11:43:33 AM,53.8179717203324
12082,1055079,10219,APPLE BLOSSOM,CIR, ,APPLE BLOSSOM CIR,4650,4798,4651,4791,0,LOCAL,OPEN,MISS,0,0,325.4615336399,384031,1055078,2/4/2009 9:37:03 AM,8/19/2025 11:28:42 AM,449.706204218592
12083,1055080,10219,APPLE BLOSSOM,CIR, ,APPLE BLOSSOM CIR,4804,4850,4797,4857,0,LOCAL,OPEN,MISS,0,0,136.3065641234,1055078,384031,2/4/2009 9:37:03 AM,8/19/2025 11:51:41 AM,188.363335787419
12084,1055083,3420,DICKSON PARK,CRES, ,DICKSON PARK CRES,140,208,141,181,0,LOCAL,OPEN,MISS,0,0,130.6247592145,350156,1055082,2/4/2009 9:51:08 AM,8/19/2025 11:32:16 AM,180.320884177274
12085,1055084,3420,DICKSON PARK,CRES, ,DICKSON PARK CRES,214,354,191,341,0,LOCAL,OPEN,MISS,0,0,431.9022116271,1055082,350156,2/4/2009 9:51:08 AM,8/19/2025 11:29:33 AM,595.81644346148
12086,1055086,3785,GRYPHON,MEWS, ,GRYPHON MEWS,1169,1247,1178,1258,0,LOCAL,OPEN,MISS,0,0,287.758789361,399366,1055085,2/4/2009 10:04:15 AM,8/19/2025 11:50:42 AM,397.50149233747
12087,1055087,3785,GRYPHON,MEWS, ,GRYPHON MEWS,,,1262,1278,0,LOCAL,OPEN,MISS,0,0,70.4182794709,1055085,399366,2/4/2009 10:04:15 AM,8/19/2025 11:47:40 AM,97.3575928552185
12088,1055092,5500,APPLECROFT,CIR, ,APPLECROFT CIR,801,851,800,844,0,LOCAL,OPEN,MISS,0,0,185.4076370548,346689,1055091,2/4/2009 10:56:22 AM,8/19/2025 11:57:28 AM,256.120487532877
12089,1055093,5500,APPLECROFT,CIR, ,APPLECROFT CIR,883,971,890,940,0,LOCAL,OPEN,MISS,0,0,273.0333753547,1055091,346689,2/4/2009 10:56:22 AM,8/19/2025 11:34:07 AM,377.144946325595
12090,1055101,10238,BURROWHILL,LANE, ,BURROWHILL LANE,1150,1188,1149,1177,0,LOCAL,OPEN,PRIV,0,0,190.7677070476,403009,1055100,2/4/2009 11:48:13 AM,8/19/2025 11:52:04 AM,263.188908306983
12091,1055102,10238,BURROWHILL,LANE, ,BURROWHILL LANE,,,1203,1211,0,LOCAL,OPEN,PRIV,0,0,75.4013066106,1055100,403009,2/4/2009 11:48:13 AM,8/19/2025 11:39:35 AM,104.087019997194
12092,1055105,4043,KINDREE,CIR, ,KINDREE CIR,6166,6252,6167,6235,0,LOCAL,OPEN,MISS,0,0,243.6808953804,403873,1055104,2/4/2009 12:05:21 PM,8/19/2025 11:41:35 AM,336.561766059332
12093,1055106,4043,KINDREE,CIR, ,KINDREE CIR,6254,6330,6261,6321,0,LOCAL,OPEN,MISS,0,0,210.9563459889,1055104,403873,2/4/2009 12:05:21 PM,8/19/2025 11:46:31 AM,291.244501994239
12094,1055111,9697,PARKPLACE,CIR, ,PARKPLACE CIR,5130,5162,5097,5169,0,LOCAL,OPEN,MISS,0,0,204.6626833327,1055109,403868,2/4/2009 12:22:22 PM,8/19/2025 11:30:34 AM,282.641296614569
12095,1055113,9697,PARKPLACE,CIR, ,PARKPLACE CIR,5064,5082,5051,5055,0,LOCAL,OPEN,MISS,0,0,139.8000991576,403868,1055112,2/4/2009 12:26:57 PM,8/19/2025 11:57:15 AM,193.139743725259
12096,1055114,9697,PARKPLACE,CIR, ,PARKPLACE CIR,5084,5096,,,0,LOCAL,OPEN,MISS,0,0,49.9330147556,1055112,1055109,2/4/2009 12:26:57 PM,8/19/2025 11:50:56 AM,68.9413281971761
12097,1055116,4164,LONGO,CIR, ,LONGO CIR,3973,4025,3952,4024,0,LOCAL,OPEN,MISS,0,0,187.8179432486,348733,1055115,2/4/2009 12:38:35 PM,8/19/2025 11:51:03 AM,259.810699797755
12098,1055117,4164,LONGO,CIR, ,LONGO CIR,4029,4109,4028,4100,0,LOCAL,OPEN,MISS,0,0,220.6922001101,1055115,348733,2/4/2009 12:38:35 PM,8/19/2025 11:40:01 AM,305.53828572314
12099,1055119,2934,BENT OAK,CIR,,BENT OAK CIR,5,8,0,0,0,LOCAL,OPEN,PRIV,0,0,34.5306533032,344389,1055118,2/4/2009 12:44:20 PM,8/19/2025 11:37:40 AM,47.707572176109
12100,1055122,2934,BENT OAK,CIR,,BENT OAK CIR,9,20,0,0,0,LOCAL,OPEN,PRIV,0,0,71.7990456394,1055118,1055121,2/4/2009 12:45:52 PM,8/19/2025 11:55:07 AM,99.1120300113401
12101,1055123,2934,BENT OAK,CIR,,BENT OAK CIR,21,26,0,0,0,LOCAL,OPEN,PRIV,0,0,56.1508127874,1055121,344389,2/4/2009 12:45:52 PM,8/19/2025 11:43:30 AM,77.4404149212547
12102,1055130,9736,FOXGLOVE,PL, ,FOXGLOVE PL,1008,1068,1009,1063,0,LOCAL,OPEN,MISS,0,0,189.2168977486,403950,1055129,2/5/2009 10:51:02 AM,8/19/2025 11:43:36 AM,261.380101981753
12103,1055131,9736,FOXGLOVE,PL, ,FOXGLOVE PL,1088,1114,1079,1123,0,LOCAL,OPEN,MISS,0,0,125.8759961435,1055129,403950,2/5/2009 10:51:02 AM,8/19/2025 11:29:18 AM,173.897877473882
12104,1055134,5014,STARLIGHT,CRES, ,STARLIGHT CRES,4132,4196,4167,4211,0,LOCAL,OPEN,MISS,0,0,214.7186962828,349735,1055133,2/5/2009 11:25:12 AM,8/19/2025 11:46:59 AM,296.7079342097
12105,1055135,5014,STARLIGHT,CRES, ,STARLIGHT CRES,4200,4252,4215,4261,0,LOCAL,OPEN,MISS,0,0,208.1850060648,1055133,349735,2/5/2009 11:25:12 AM,8/19/2025 11:27:34 AM,287.639638417039
12106,1055139,2867,BALLANTRAE,DR, ,BALLANTRAE DR,1346,1520,1357,1525,0,LOCAL,OPEN,MISS,0,0,419.1939958774,346359,1055138,2/5/2009 2:10:17 PM,8/19/2025 11:34:11 AM,578.46824283452
12107,1055140,2867,BALLANTRAE,DR, ,BALLANTRAE DR,,,1531,1573,0,LOCAL,OPEN,MISS,0,0,89.7741356195,1055138,346359,2/5/2009 2:10:17 PM,8/19/2025 11:51:15 AM,124.115251322715
12108,1055142,3615,FLAMBOROUGH,CIR, ,FLAMBOROUGH CIR,,,1529,1553,0,LOCAL,OPEN,MISS,0,0,73.9584734371,346299,1055141,2/5/2009 2:16:05 PM,8/19/2025 11:32:01 AM,102.238399062692
12109,1055143,3615,FLAMBOROUGH,CIR, ,FLAMBOROUGH CIR,1572,1704,1559,1697,0,LOCAL,OPEN,MISS,0,0,334.4501481309,1055141,346299,2/5/2009 2:16:05 PM,8/19/2025 11:39:07 AM,461.516481261194
12110,1055145,4365,MONAGHAN,CIR, ,MONAGHAN CIR,1284,1404,1283,1383,0,LOCAL,OPEN,MISS,0,0,334.2092707928,403957,1055144,2/5/2009 2:29:29 PM,8/19/2025 11:34:05 AM,461.336882196123
12111,1055146,4365,MONAGHAN,CIR, ,MONAGHAN CIR,1412,1454,1415,1447,0,LOCAL,OPEN,MISS,0,0,149.3076583434,1055144,403957,2/5/2009 2:29:29 PM,8/19/2025 11:47:45 AM,206.194244879809
12112,1055148,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,258.1147429154,1049516,1055147,2/5/2009 2:36:46 PM,8/19/2025 11:56:29 AM,356.43753977864
12113,1055149,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,256.5011267628,1055147,1049516,2/5/2009 2:36:46 PM,8/19/2025 11:57:03 AM,354.200034417751
12114,1055154,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,62.2295135103,1055150,1055153,2/5/2009 2:40:34 PM,8/19/2025 11:41:15 AM,86.0183073066409
12115,1055155,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,52.5493986645,1055153,1049550,2/5/2009 2:40:34 PM,8/19/2025 11:32:14 AM,72.6246193633962
12116,1055157,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,65.7649225412,1049550,1055156,2/5/2009 2:40:38 PM,8/19/2025 11:55:19 AM,90.8669105311422
12117,1055160,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,63.8033069534,1055156,1055159,2/5/2009 2:40:55 PM,8/19/2025 11:29:32 AM,88.1632132762148
12118,1055161,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,35.4032906135,1055159,1055150,2/5/2009 2:40:55 PM,8/19/2025 11:41:47 AM,48.9262489112773
12119,1055163,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,213.8315175308,426293,1055162,2/5/2009 2:49:12 PM,8/19/2025 11:50:19 AM,295.340579768603
12120,1055164,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,100.263077699,1055162,426293,2/5/2009 2:49:12 PM,8/19/2025 11:41:38 AM,138.446406957658
12121,1055169,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,45.2832385029,702510,1055168,2/5/2009 2:57:13 PM,8/19/2025 11:51:16 AM,62.5302645084116
12122,1055170,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,97.523629473,1055168,702510,2/5/2009 2:57:13 PM,8/19/2025 11:39:30 AM,134.466600522498
12123,1055172,106388,UNNAMED,UHOS, ,UNNAMED UHOS,,,,,0,LOCAL,OPEN,PRIV,0,0,50.4960485584,702562,1055171,2/5/2009 2:59:10 PM,8/19/2025 11:46:50 AM,69.74285234672
12124,1055173,106388,UNNAMED,UHOS, ,UNNAMED UHOS,,,,,0,LOCAL,OPEN,PRIV,0,0,59.0798813211,1055171,702562,2/5/2009 2:59:10 PM,8/19/2025 11:38:36 AM,81.6142660263096
12125,1055181,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,103.464930838,1018794,1055180,2/6/2009 8:02:36 AM,8/19/2025 11:29:43 AM,142.964899334922
12126,1055182,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,95.6707134223,1055180,1018794,2/6/2009 8:02:36 AM,8/19/2025 11:34:34 AM,132.102976177817
12127,1055184,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,129.8835859336,702578,1055183,2/6/2009 8:08:55 AM,8/19/2025 11:53:50 AM,179.806012995569
12128,1055185,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,57.6408702141,1055183,702578,2/6/2009 8:08:55 AM,8/19/2025 11:55:05 AM,79.8971464558771
12129,1055190,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,67.0107742834,702884,1055189,2/6/2009 8:57:31 AM,8/19/2025 11:47:05 AM,92.483273995771
12130,1055191,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,66.9369149239,1055189,702884,2/6/2009 8:57:31 AM,8/19/2025 11:46:06 AM,92.338443548047
12131,1055199,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,1,20.0120360936,1052591,1055198,2/6/2009 11:34:37 AM,8/19/2025 11:41:56 AM,27.6237776602238
12132,1055200,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,1,0,4.6720659242,1055198,1052541,2/6/2009 11:34:37 AM,8/19/2025 11:50:06 AM,6.44865119565303
12133,1055202,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,34.764247439,1052543,1055201,2/6/2009 11:46:59 AM,8/19/2025 11:34:31 AM,47.9923138913722
12134,1055203,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,28.8684225714,1055201,1052591,2/6/2009 11:46:59 AM,8/19/2025 11:57:00 AM,39.853420115017
12135,1055208,4352,MISSISSAUGA,RD, ,MISSISSAUGA RD,6160,6190,6225,6245,0,MJRCOL,OPEN,MISS,0,0,178.338073585,1055206,344760,2/6/2009 12:30:10 PM,8/19/2025 11:39:59 AM,246.352654379279
12136,1055210,4659,QUEEN,ST,N,QUEEN ST N,,,85,85,0,MJRCOL,OPEN,MISS,0,0,207.4047279138,344874,1055206,2/6/2009 1:59:02 PM,8/19/2025 11:38:54 AM,286.499595658272
12137,1055214,3700,GATEHOUSE,DR, ,GATEHOUSE DR,,,,,-1,LOCAL,OPEN,MISS,0,0,85.3466631516,350452,1055213,2/6/2009 2:35:39 PM,8/19/2025 11:43:43 AM,117.641048390631
12138,1055215,3700,GATEHOUSE,DR, ,GATEHOUSE DR,,,,,-1,LOCAL,OPEN,MISS,0,0,80.8358672772,1055213,350452,2/6/2009 2:35:39 PM,8/19/2025 11:51:12 AM,111.386713282156
12139,1055217,4192,LYNNROD,CRT, ,LYNNROD CRT,,,,,0,LOCAL,OPEN,MISS,0,0,20.3966952298,350708,1055216,2/6/2009 2:42:49 PM,8/19/2025 11:42:12 AM,28.1312714917111
12140,1055218,4192,LYNNROD,CRT, ,LYNNROD CRT,,,,,0,LOCAL,OPEN,MISS,0,0,35.6965783872,1055216,350708,2/6/2009 2:42:49 PM,8/19/2025 11:30:12 AM,49.2790101137418
12141,1055220,3352,CROZIER,CRT, ,CROZIER CRT,,,,,0,LOCAL,OPEN,MISS,0,0,25.2255906721,350740,1055219,2/6/2009 2:45:07 PM,8/19/2025 11:57:19 AM,34.8136722182624
12142,1055221,3352,CROZIER,CRT, ,CROZIER CRT,,,,,0,LOCAL,OPEN,MISS,0,0,22.8150929912,1055219,350740,2/6/2009 2:45:07 PM,8/19/2025 11:34:11 AM,31.4861490166732
12143,1055225,3032,BRITANNIA,RD,E,BRITANNIA RD E,,,2570,2600,0,LOCAL,OPEN,FEDS,0,0,464.0734492265,402192,1055224,2/6/2009 3:34:41 PM,8/19/2025 11:54:42 AM,641.965407040808
12144,1055226,3032,BRITANNIA,RD,E,BRITANNIA RD E,,,2710,2720,0,LOCAL,OPEN,FEDS,0,0,77.3934273695,1055224,739135,2/6/2009 3:34:41 PM,8/19/2025 11:29:17 AM,107.065074840686
12145,1055227,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,FEDS,0,0,105.5938445251,1055224,739135,2/6/2009 3:40:17 PM,8/19/2025 11:48:59 AM,146.071350781652
12146,1055231,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,37.3550083579,1055229,739141,2/9/2009 11:08:52 AM,8/19/2025 11:50:24 AM,51.558170320921
12147,1055232,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,52.7334202944,1055229,739141,2/9/2009 11:16:52 AM,8/19/2025 11:44:07 AM,72.7761974073257
12148,1055234,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,26.8833779254,739290,1055233,2/9/2009 11:20:22 AM,8/19/2025 11:52:12 AM,37.1070517057973
12149,1055235,106390,UNNAMED,UREC, ,UNNAMED UREC,,,,,0,LOCAL,OPEN,PRIV,0,0,15.3820868303,1055233,739290,2/9/2009 11:20:23 AM,8/19/2025 11:26:51 AM,21.2484739557855
12150,1055237,4608,PLUM TREE,CRT, ,PLUM TREE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,50.2930280312,1049026,1055236,2/9/2009 11:25:15 AM,8/19/2025 11:27:17 AM,69.4545520994288
12151,1055238,4608,PLUM TREE,CRT, ,PLUM TREE CRT,3010,3036,3009,3027,0,LOCAL,OPEN,MISS,0,0,35.1161733096,1055236,1049026,2/9/2009 11:25:15 AM,8/19/2025 11:29:30 AM,48.47909912009
12152,1055240,4606,PLOWMANS HEATH, , ,PLOWMANS HEATH,6352,6384,6369,6383,0,LOCAL,OPEN,MISS,0,0,35.8370222498,1049029,1055239,2/9/2009 11:45:32 AM,8/19/2025 11:52:35 AM,49.5095318399611
12153,1055241,4606,PLOWMANS HEATH, , ,PLOWMANS HEATH,,,,,0,LOCAL,OPEN,MISS,0,0,66.6928239391,1055239,1049029,2/9/2009 11:45:32 AM,8/19/2025 11:53:33 AM,92.1946170139129
12154,1055243,3873,HICKLING,CRT, ,HICKLING CRT,3088,3108,3085,3103,0,LOCAL,OPEN,MISS,0,0,64.769757844,1048912,1055242,2/9/2009 11:47:24 AM,8/19/2025 11:32:26 AM,89.5158305759008
12155,1055244,3873,HICKLING,CRT, ,HICKLING CRT,,,,,0,LOCAL,OPEN,MISS,0,0,77.3088744041,1055242,1048912,2/9/2009 11:47:24 AM,8/19/2025 11:57:01 AM,106.809541014384
12156,1055246,4788,ROTHESAY,CRT, ,ROTHESAY CRT,,,,,0,LOCAL,OPEN,MISS,0,0,53.7179358306,1049048,1055245,2/9/2009 11:49:35 AM,8/19/2025 11:46:03 AM,74.2009144922225
12157,1055247,4788,ROTHESAY,CRT, ,ROTHESAY CRT,,,,,0,LOCAL,OPEN,MISS,0,0,78.1370431013,1055245,1049048,2/9/2009 11:49:36 AM,8/19/2025 11:39:17 AM,107.934166068223
12158,1055249,5243,VANTAGE,CIR, ,VANTAGE CIR,37,41,30,42,0,LOCAL,OPEN,MISS,0,0,48.6408509618,1049051,1055248,2/9/2009 11:51:46 AM,8/19/2025 11:29:02 AM,67.173072637843
12159,1055250,5243,VANTAGE,CIR, ,VANTAGE CIR,,,,,0,LOCAL,OPEN,MISS,0,0,39.1120937527,1055248,1049051,2/9/2009 11:51:46 AM,8/19/2025 11:33:51 AM,54.0300520747605
12160,1055253,3152,CATHIAN,CRT, ,CATHIAN CRT,,,,,0,LOCAL,OPEN,MISS,0,0,28.2955703904,1049060,1055252,2/9/2009 11:55:39 AM,8/19/2025 11:35:04 AM,39.0593118134572
12161,1055254,3152,CATHIAN,CRT, ,CATHIAN CRT,,,,,0,LOCAL,OPEN,MISS,0,0,38.112683391,1055252,1049060,2/9/2009 11:55:39 AM,8/19/2025 11:32:04 AM,52.5962697454204
12162,1055256,4709,REMEA,CRT, ,REMEA CRT,,,,,0,LOCAL,OPEN,MISS,0,0,39.1092862051,1049063,1055255,2/9/2009 11:57:13 AM,8/19/2025 11:38:14 AM,53.9807462537036
12163,1055257,4709,REMEA,CRT, ,REMEA CRT,2837,2851,2840,2850,0,LOCAL,OPEN,MISS,0,0,39.0883747873,1055255,1049063,2/9/2009 11:57:13 AM,8/19/2025 11:55:41 AM,53.9511842201577
12164,1055259,3736,GLOBE,CRT, ,GLOBE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,32.8369076776,346538,1055258,2/9/2009 11:58:54 AM,8/19/2025 11:53:40 AM,45.3454581304302
12165,1055260,3736,GLOBE,CRT, ,GLOBE CRT,1696,1714,1697,1703,0,LOCAL,OPEN,MISS,0,0,41.4698817593,1055258,346538,2/9/2009 11:58:54 AM,8/19/2025 11:47:39 AM,57.2544547514375
12166,1055262,5056,SUMMIT,CRT, ,SUMMIT CRT,,,,,0,LOCAL,OPEN,MISS,0,0,15.2403823431,346717,1055261,2/9/2009 12:01:21 PM,8/19/2025 11:56:53 AM,21.0202138353469
12167,1055263,5056,SUMMIT,CRT, ,SUMMIT CRT,4000,4010,,,0,LOCAL,OPEN,MISS,0,0,39.190928272,1055261,346717,2/9/2009 12:01:21 PM,8/19/2025 11:49:48 AM,54.1256644413568
12168,1055265,3624,FLINTLOCK,CRT, ,FLINTLOCK CRT,1920,1920,1907,1921,0,LOCAL,OPEN,MISS,0,0,53.6418283514,346328,1055264,2/9/2009 12:03:22 PM,8/19/2025 11:41:51 AM,74.0256525247006
12169,1055266,3624,FLINTLOCK,CRT, ,FLINTLOCK CRT,,,,,0,LOCAL,OPEN,MISS,0,0,65.1830941658,1055264,346328,2/9/2009 12:03:22 PM,8/19/2025 11:38:56 AM,89.9741632193497
12170,1055269,4244,MARTIN'S PINE,CRT, ,MARTIN'S PINE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,30.0131060181,346575,1055268,2/9/2009 12:16:29 PM,8/19/2025 11:30:24 AM,41.4178289295533
12171,1055270,4244,MARTIN'S PINE,CRT, ,MARTIN'S PINE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,30.5644362718,1055268,346575,2/9/2009 12:16:29 PM,8/19/2025 11:48:21 AM,42.1772388234102
12172,1055272,3218,CHOKECHERRY,CRES, ,CHOKECHERRY CRES,,,,,0,LOCAL,OPEN,MISS,0,0,27.9795800834,346448,1055271,2/9/2009 12:18:19 PM,8/19/2025 11:54:09 AM,38.6104154281442
12173,1055273,3218,CHOKECHERRY,CRES, ,CHOKECHERRY CRES,,,,,0,LOCAL,OPEN,MISS,0,0,34.4278500516,1055271,346448,2/9/2009 12:18:19 PM,8/19/2025 11:34:10 AM,47.513933847362
12174,1055275,4551,PEACHTREE,CRT, ,PEACHTREE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,30.8897515606,346098,1055274,2/9/2009 12:24:20 PM,8/19/2025 11:35:08 AM,42.6257524425299
12175,1055276,4551,PEACHTREE,CRT, ,PEACHTREE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,30.6969637011,1055274,346098,2/9/2009 12:24:20 PM,8/19/2025 11:39:03 AM,42.3610440708091
12176,1055278,4551,PEACHTREE,CRT, ,PEACHTREE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,25.8161052074,346079,1055277,2/9/2009 12:26:27 PM,8/19/2025 11:51:37 AM,35.6292864195477
12177,1055279,4551,PEACHTREE,CRT, ,PEACHTREE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,34.8012799455,1055277,346079,2/9/2009 12:26:27 PM,8/19/2025 11:39:14 AM,48.0229477278381
12178,1055281,4162,LONGLEAF,CRT, ,LONGLEAF CRT,,,,,0,LOCAL,OPEN,MISS,0,0,26.9651604477,346113,1055280,2/9/2009 12:28:21 PM,8/19/2025 11:53:57 AM,37.2164978077272
12179,1055282,4162,LONGLEAF,CRT, ,LONGLEAF CRT,,,,,0,LOCAL,OPEN,MISS,0,0,34.1804827969,1055280,346113,2/9/2009 12:28:21 PM,8/19/2025 11:31:57 AM,47.1667840912772
12180,1055284,4448,OAK ROW,CRES, ,OAK ROW CRES,,,,,0,LOCAL,OPEN,MISS,0,0,32.4003152946,345986,1055283,2/9/2009 12:30:30 PM,8/19/2025 11:44:49 AM,44.7062587350235
12181,1055285,4448,OAK ROW,CRES, ,OAK ROW CRES,,,,,0,LOCAL,OPEN,MISS,0,0,28.3285197661,1055283,345986,2/9/2009 12:30:30 PM,8/19/2025 11:47:49 AM,39.0972686173503
12182,1055288,4994,SPRUCE NEEDLE,CRT, ,SPRUCE NEEDLE CRT,2710,2718,2691,2719,0,LOCAL,OPEN,MISS,0,0,51.4782445223,346037,1055287,2/9/2009 12:32:55 PM,8/19/2025 11:56:43 AM,71.0324732060439
12183,1055289,4994,SPRUCE NEEDLE,CRT, ,SPRUCE NEEDLE CRT,,,,,0,LOCAL,OPEN,MISS,0,0,56.0871276474,1055287,346037,2/9/2009 12:32:55 PM,8/19/2025 11:57:35 AM,77.385652029203
12184,1055292,3764,GREENBOWER,CRT, ,GREENBOWER CRT,,,,,0,LOCAL,OPEN,MISS,0,0,68.9487033507,345831,1055291,2/9/2009 12:34:53 PM,8/19/2025 11:29:43 AM,95.1366592733163
12185,1055293,3764,GREENBOWER,CRT, ,GREENBOWER CRT,,,,,0,LOCAL,OPEN,MISS,0,0,37.8143850536,1055291,345831,2/9/2009 12:34:53 PM,8/19/2025 11:57:11 AM,52.2001715800845
12186,1055295,4885,SHADBUSH,CRT, ,SHADBUSH CRT,,,,,0,LOCAL,OPEN,MISS,0,0,25.0124920962,345974,1055294,2/9/2009 12:38:16 PM,8/19/2025 11:47:39 AM,34.5081321190994
12187,1055296,4885,SHADBUSH,CRT, ,SHADBUSH CRT,,,,,0,LOCAL,OPEN,MISS,0,0,37.3446325481,1055294,345974,2/9/2009 12:38:16 PM,8/19/2025 11:56:17 AM,51.553405848742
12188,1055298,4967,SOUTH COMMON,CRT,,SOUTH COMMON CRT,0,0,3546,3546,0,LOCAL,OPEN,MISS,0,0,28.6181187546,346318,1055297,2/9/2009 12:38:55 PM,8/19/2025 11:53:34 AM,39.4991330543418
